ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET008243,CUST047745,ATM Withdrawal Failed,2025-03-13,9
TICKET008244,CUST001955,Mobile App Issues,2024-10-23,0
TICKET008245,CUST049098,Loan Application Rejected,2024-08-25,6
TICKET008246,CUST003780,Mobile App Issues,2024-08-12,3
TICKET008247,CUST056643,Poor Customer Service,2024-05-27,2
TICKET008248,CUST058991,Delayed Refund,2024-08-13,10
TICKET008249,CUST049769,Account Locked,2025-04-19,9
TICKET008250,CUST052025,KYC Verification Delay,2025-03-24,2
TICKET008251,CUST047342,ATM Withdrawal Failed,2024-06-21,7
TICKET008252,CUST054838,Delayed Refund,2025-02-22,9
TICKET008253,CUST060901,Unauthorized Transaction,2025-02-16,9
TICKET008254,CUST070398,Loan Application Rejected,2025-04-17,1
TICKET008255,CUST080701,Unauthorized Transaction,2024-11-18,10
TICKET008256,CUST092906,Loan Application Rejected,2024-08-22,2
TICKET008257,CUST012985,Delayed Refund,2024-10-21,8
TICKET008258,CUST021710,Unauthorized Transaction,2024-09-03,6
TICKET008259,CUST013783,ATM Withdrawal Failed,2025-02-20,8
TICKET008260,CUST021502,KYC Verification Delay,2024-11-01,1
TICKET008261,CUST035666,Mobile App Issues,2025-03-16,8
TICKET008262,CUST073318,Unauthorized Transaction,2024-10-17,2
TICKET008263,CUST025666,Mobile App Issues,2024-07-25,1
TICKET008264,CUST041731,Delayed Refund,2025-04-17,5
TICKET008265,CUST052886,Poor Customer Service,2024-10-20,7
TICKET008266,CUST036852,Delayed Refund,2024-08-07,10
TICKET008267,CUST004330,Card Not Working,2024-06-06,10
TICKET008268,CUST051196,Card Not Working,2025-04-27,1
TICKET008269,CUST048515,Mobile App Issues,2024-12-30,4
TICKET008270,CUST066731,ATM Withdrawal Failed,2024-06-06,4
TICKET008271,CUST009902,Poor Customer Service,2025-02-16,10
TICKET008272,CUST099478,Incorrect Charges,2024-09-13,10
TICKET008273,CUST016962,Account Locked,2025-01-08,2
TICKET008274,CUST033829,Poor Customer Service,2024-09-20,7
TICKET008275,CUST007115,Mobile App Issues,2024-08-15,10
TICKET008276,CUST094684,Poor Customer Service,2025-04-24,8
TICKET008277,CUST079336,Unauthorized Transaction,2025-03-04,9
TICKET008278,CUST056513,Card Not Working,2024-10-25,5
TICKET008279,CUST051239,Account Locked,2024-11-15,6
TICKET008280,CUST067371,KYC Verification Delay,2024-06-15,1
TICKET008281,CUST077174,ATM Withdrawal Failed,2024-10-27,7
TICKET008282,CUST041176,Unauthorized Transaction,2025-02-19,0
TICKET008283,CUST064288,Delayed Refund,2024-06-26,10
TICKET008284,CUST044773,Loan Application Rejected,2024-12-22,6
TICKET008285,CUST090781,Delayed Refund,2024-09-24,4
TICKET008286,CUST009979,Unauthorized Transaction,2025-01-27,3
TICKET008287,CUST054675,Delayed Refund,2025-01-23,0
TICKET008288,CUST086183,Poor Customer Service,2025-04-29,4
TICKET008289,CUST002677,Unauthorized Transaction,2024-10-18,4
TICKET008290,CUST024609,Incorrect Charges,2024-07-30,3
TICKET008291,CUST049010,Incorrect Charges,2024-08-29,4
TICKET008292,CUST015231,Card Not Working,2024-06-24,7
TICKET008293,CUST025541,Poor Customer Service,2024-10-07,2
TICKET008294,CUST093320,Card Not Working,2024-05-27,9
TICKET008295,CUST020525,ATM Withdrawal Failed,2025-02-11,0
TICKET008296,CUST068248,Account Locked,2024-08-10,1
TICKET008297,CUST038884,Account Locked,2025-03-24,4
TICKET008298,CUST025145,Incorrect Charges,2024-09-13,6
TICKET008299,CUST008397,Mobile App Issues,2024-12-09,5
TICKET008300,CUST092132,Delayed Refund,2024-05-21,4
TICKET008301,CUST028891,Loan Application Rejected,2024-10-13,1
TICKET008302,CUST015322,KYC Verification Delay,2024-11-30,4
TICKET008303,CUST056922,Account Locked,2024-09-01,5
TICKET008304,CUST097197,Card Not Working,2024-05-25,7
TICKET008305,CUST062703,Account Locked,2024-05-19,5
TICKET008306,CUST063025,Unauthorized Transaction,2025-04-25,5
TICKET008307,CUST001606,Incorrect Charges,2024-09-21,1
TICKET008308,CUST093144,Poor Customer Service,2024-12-21,9
TICKET008309,CUST006185,Incorrect Charges,2024-09-01,9
TICKET008310,CUST007433,KYC Verification Delay,2024-05-26,9
TICKET008311,CUST087492,Incorrect Charges,2024-06-30,2
TICKET008312,CUST048089,Incorrect Charges,2024-07-11,2
TICKET008313,CUST016708,ATM Withdrawal Failed,2025-01-24,8
TICKET008314,CUST017165,Mobile App Issues,2024-08-17,7
TICKET008315,CUST004142,ATM Withdrawal Failed,2024-08-23,1
TICKET008316,CUST092046,Poor Customer Service,2025-02-23,3
TICKET008317,CUST076413,Unauthorized Transaction,2025-01-16,5
TICKET008318,CUST025652,Mobile App Issues,2025-04-11,0
TICKET008319,CUST008722,Card Not Working,2024-11-23,10
TICKET008320,CUST082443,ATM Withdrawal Failed,2024-11-24,4
TICKET008321,CUST021766,ATM Withdrawal Failed,2025-03-02,8
TICKET008322,CUST072089,Poor Customer Service,2024-06-25,8
TICKET008323,CUST026015,Card Not Working,2025-01-05,8
TICKET008324,CUST010552,Incorrect Charges,2025-04-14,7
TICKET008325,CUST054890,ATM Withdrawal Failed,2025-01-18,1
TICKET008326,CUST020221,Incorrect Charges,2025-03-12,4
TICKET008327,CUST093380,Mobile App Issues,2024-09-10,4
TICKET008328,CUST042657,Delayed Refund,2024-12-14,2
TICKET008329,CUST006242,Poor Customer Service,2024-11-04,1
TICKET008330,CUST048656,Mobile App Issues,2025-02-08,1
TICKET008331,CUST098316,Loan Application Rejected,2024-10-10,4
TICKET008332,CUST093384,KYC Verification Delay,2024-07-08,1
TICKET008333,CUST010983,Loan Application Rejected,2024-10-04,1
TICKET008334,CUST009833,Account Locked,2025-01-14,5
TICKET008335,CUST081455,Card Not Working,2025-01-17,8
TICKET008336,CUST025225,Account Locked,2025-01-28,3
TICKET008337,CUST070704,Mobile App Issues,2025-05-03,6
TICKET008338,CUST034464,KYC Verification Delay,2025-04-15,7
TICKET008339,CUST098223,Card Not Working,2024-08-19,0
TICKET008340,CUST049403,Unauthorized Transaction,2024-06-23,4
TICKET008341,CUST068965,Poor Customer Service,2024-07-21,6
TICKET008342,CUST004370,Poor Customer Service,2025-04-12,2
TICKET008343,CUST059050,Loan Application Rejected,2024-06-17,1
TICKET008344,CUST063133,ATM Withdrawal Failed,2025-04-30,1
TICKET008345,CUST036215,Poor Customer Service,2025-01-30,7
TICKET008346,CUST035235,Unauthorized Transaction,2025-05-07,5
TICKET008347,CUST003089,Account Locked,2024-11-09,8
TICKET008348,CUST083177,Account Locked,2024-11-27,9
TICKET008349,CUST057863,ATM Withdrawal Failed,2025-04-21,3
TICKET008350,CUST009075,KYC Verification Delay,2024-07-22,1
TICKET008351,CUST089322,Card Not Working,2025-04-15,10
TICKET008352,CUST027181,Incorrect Charges,2024-06-30,1
TICKET008353,CUST052705,Card Not Working,2024-11-07,5
TICKET008354,CUST086280,Mobile App Issues,2025-03-16,1
TICKET008355,CUST072708,Mobile App Issues,2024-07-22,8
TICKET008356,CUST072661,Poor Customer Service,2024-08-16,1
TICKET008357,CUST064365,KYC Verification Delay,2025-02-12,0
TICKET008358,CUST094961,Card Not Working,2024-09-04,1
TICKET008359,CUST058445,Mobile App Issues,2024-08-21,0
TICKET008360,CUST087816,Incorrect Charges,2025-02-14,1
TICKET008361,CUST030092,Card Not Working,2024-09-20,5
TICKET008362,CUST050453,Loan Application Rejected,2025-01-27,10
TICKET008363,CUST049356,Poor Customer Service,2024-11-02,9
TICKET008364,CUST055416,Loan Application Rejected,2025-01-14,2
TICKET008365,CUST061001,Delayed Refund,2025-03-15,7
TICKET008366,CUST040082,ATM Withdrawal Failed,2024-07-11,0
TICKET008367,CUST017978,Account Locked,2024-07-11,1
TICKET008368,CUST083018,Incorrect Charges,2025-05-10,4
TICKET008369,CUST017213,ATM Withdrawal Failed,2025-05-06,10
TICKET008370,CUST006141,Mobile App Issues,2025-01-13,3
TICKET008371,CUST068507,Account Locked,2024-06-21,8
TICKET008372,CUST043227,ATM Withdrawal Failed,2025-03-26,3
TICKET008373,CUST051148,Delayed Refund,2025-02-27,9
TICKET008374,CUST060579,KYC Verification Delay,2025-04-26,7
TICKET008375,CUST094828,Delayed Refund,2025-01-31,6
TICKET008376,CUST064329,KYC Verification Delay,2024-10-17,5
TICKET008377,CUST083595,Unauthorized Transaction,2024-12-17,5
TICKET008378,CUST015407,Loan Application Rejected,2025-03-02,3
TICKET008379,CUST041687,Mobile App Issues,2024-12-14,10
TICKET008380,CUST006563,Incorrect Charges,2025-04-17,8
TICKET008381,CUST028758,Card Not Working,2024-12-25,9
TICKET008382,CUST060258,Incorrect Charges,2024-07-04,7
TICKET008383,CUST024806,Card Not Working,2024-12-15,3
TICKET008384,CUST094128,Unauthorized Transaction,2025-03-09,6
TICKET008385,CUST018113,Card Not Working,2024-09-10,5
TICKET008386,CUST004585,Mobile App Issues,2025-02-08,4
TICKET008387,CUST068693,Incorrect Charges,2025-03-10,8
TICKET008388,CUST047582,Poor Customer Service,2024-08-21,8
TICKET008389,CUST092862,Account Locked,2024-06-16,7
TICKET008390,CUST039493,Mobile App Issues,2024-11-13,8
TICKET008391,CUST044966,Unauthorized Transaction,2024-08-20,7
TICKET008392,CUST047395,Incorrect Charges,2025-01-28,3
TICKET008393,CUST060253,Unauthorized Transaction,2025-02-19,5
TICKET008394,CUST003681,Loan Application Rejected,2024-11-18,1
TICKET008395,CUST003783,ATM Withdrawal Failed,2024-11-07,1
TICKET008396,CUST042655,Incorrect Charges,2024-09-08,2
TICKET008397,CUST099140,Delayed Refund,2025-01-15,2
TICKET008398,CUST025726,ATM Withdrawal Failed,2024-10-03,4
TICKET008399,CUST016285,Mobile App Issues,2025-04-15,8
TICKET008400,CUST019963,Mobile App Issues,2024-09-14,4
TICKET008401,CUST050976,Poor Customer Service,2024-06-12,4
TICKET008402,CUST071936,KYC Verification Delay,2024-12-29,9
TICKET008403,CUST083076,Poor Customer Service,2025-03-24,8
TICKET008404,CUST096047,Incorrect Charges,2025-02-19,3
TICKET008405,CUST085995,Loan Application Rejected,2024-05-28,5
TICKET008406,CUST045700,Incorrect Charges,2025-02-19,0
TICKET008407,CUST034210,Account Locked,2024-11-08,7
TICKET008408,CUST084629,ATM Withdrawal Failed,2024-08-14,6
TICKET008409,CUST001317,Loan Application Rejected,2024-10-20,0
TICKET008410,CUST017931,Delayed Refund,2024-05-19,9
TICKET008411,CUST081601,Loan Application Rejected,2024-06-24,3
TICKET008412,CUST095843,Poor Customer Service,2024-09-08,5
TICKET008413,CUST085096,Account Locked,2024-08-24,8
TICKET008414,CUST074444,Mobile App Issues,2025-03-02,5
TICKET008415,CUST071331,Incorrect Charges,2025-05-05,6
TICKET008416,CUST006198,Mobile App Issues,2025-02-18,1
TICKET008417,CUST062604,Mobile App Issues,2025-04-23,0
TICKET008418,CUST015140,Incorrect Charges,2024-08-31,0
TICKET008419,CUST029179,Incorrect Charges,2024-06-07,10
TICKET008420,CUST006853,Incorrect Charges,2024-10-08,0
TICKET008421,CUST085791,Loan Application Rejected,2024-05-10,7
TICKET008422,CUST013930,KYC Verification Delay,2025-05-04,8
TICKET008423,CUST077606,Account Locked,2024-05-31,0
TICKET008424,CUST014244,Poor Customer Service,2024-10-25,1
TICKET008425,CUST002763,Poor Customer Service,2025-01-21,3
TICKET008426,CUST022949,Card Not Working,2025-01-21,7
TICKET008427,CUST089001,Poor Customer Service,2024-11-10,0
TICKET008428,CUST058107,KYC Verification Delay,2025-02-07,2
TICKET008429,CUST096955,KYC Verification Delay,2025-01-19,6
TICKET008430,CUST037309,Delayed Refund,2024-10-15,7
TICKET008431,CUST017382,Card Not Working,2024-06-08,9
TICKET008432,CUST044400,Incorrect Charges,2024-05-11,3
TICKET008433,CUST093703,KYC Verification Delay,2025-01-15,1
TICKET008434,CUST034530,Account Locked,2024-11-07,9
TICKET008435,CUST034617,Unauthorized Transaction,2025-04-25,8
TICKET008436,CUST083160,Poor Customer Service,2024-05-20,8
TICKET008437,CUST028663,ATM Withdrawal Failed,2024-12-20,3
TICKET008438,CUST096325,Incorrect Charges,2024-09-20,7
TICKET008439,CUST016057,KYC Verification Delay,2024-12-18,0
TICKET008440,CUST079607,Account Locked,2024-06-24,7
TICKET008441,CUST078741,Incorrect Charges,2024-09-07,2
TICKET008442,CUST086241,Loan Application Rejected,2024-09-13,10
TICKET008443,CUST046102,Delayed Refund,2025-03-29,2
TICKET008444,CUST088621,Card Not Working,2025-03-18,7
TICKET008445,CUST020422,Account Locked,2024-12-29,0
TICKET008446,CUST085489,Loan Application Rejected,2024-11-14,5
TICKET008447,CUST067230,Poor Customer Service,2025-04-04,10
TICKET008448,CUST002031,Mobile App Issues,2025-03-11,10
TICKET008449,CUST034314,KYC Verification Delay,2024-06-27,0
TICKET008450,CUST023954,Loan Application Rejected,2024-12-15,3
TICKET008451,CUST043018,ATM Withdrawal Failed,2024-05-29,4
TICKET008452,CUST095631,Delayed Refund,2024-09-19,1
TICKET008453,CUST023050,Card Not Working,2025-04-13,0
TICKET008454,CUST072444,Mobile App Issues,2025-04-21,4
TICKET008455,CUST061380,Card Not Working,2024-06-03,7
TICKET008456,CUST051680,Account Locked,2025-02-09,8
TICKET008457,CUST063159,KYC Verification Delay,2024-10-13,1
TICKET008458,CUST030431,Incorrect Charges,2024-06-26,10
TICKET008459,CUST035862,Incorrect Charges,2025-02-02,9
TICKET008460,CUST051273,Unauthorized Transaction,2025-02-03,1
TICKET008461,CUST030782,Poor Customer Service,2024-09-25,7
TICKET008462,CUST046942,Loan Application Rejected,2024-10-03,10
TICKET008463,CUST035291,Incorrect Charges,2024-07-22,3
TICKET008464,CUST086365,Card Not Working,2025-03-06,10
TICKET008465,CUST039159,Loan Application Rejected,2025-03-29,3
TICKET008466,CUST037901,KYC Verification Delay,2024-11-12,0
TICKET008467,CUST042948,Account Locked,2024-12-04,7
TICKET008468,CUST002322,Incorrect Charges,2025-02-23,4
TICKET008469,CUST070760,Poor Customer Service,2024-08-25,9
TICKET008470,CUST071167,Delayed Refund,2025-01-21,9
TICKET008471,CUST065742,Loan Application Rejected,2024-07-06,9
TICKET008472,CUST011520,Unauthorized Transaction,2024-12-06,10
TICKET008473,CUST016670,Delayed Refund,2025-02-23,5
TICKET008474,CUST081109,Incorrect Charges,2025-04-28,9
TICKET008475,CUST055544,Mobile App Issues,2024-05-10,10
TICKET008476,CUST081448,Mobile App Issues,2025-01-25,3
TICKET008477,CUST092062,Poor Customer Service,2025-04-01,10
TICKET008478,CUST099245,Delayed Refund,2024-10-23,5
TICKET008479,CUST062014,Incorrect Charges,2024-10-13,2
TICKET008480,CUST079592,Poor Customer Service,2024-09-13,8
TICKET008481,CUST062457,Account Locked,2024-06-19,4
TICKET008482,CUST066323,Delayed Refund,2024-12-14,8
TICKET008483,CUST076647,Poor Customer Service,2024-06-06,8
TICKET008484,CUST046015,KYC Verification Delay,2024-11-10,10
TICKET008485,CUST066180,KYC Verification Delay,2025-01-07,7
TICKET008486,CUST078432,Loan Application Rejected,2024-11-09,8
TICKET008487,CUST076097,KYC Verification Delay,2024-08-26,9
TICKET008488,CUST091870,Mobile App Issues,2025-04-01,10
TICKET008489,CUST085746,ATM Withdrawal Failed,2024-08-04,4
TICKET008490,CUST033641,Account Locked,2024-07-08,2
TICKET008491,CUST010025,Poor Customer Service,2024-06-29,5
TICKET008492,CUST057215,Account Locked,2025-05-09,3
TICKET008493,CUST008553,Unauthorized Transaction,2024-10-25,0
TICKET008494,CUST033475,Unauthorized Transaction,2025-04-24,10
TICKET008495,CUST053831,Account Locked,2025-01-23,6
TICKET008496,CUST052460,KYC Verification Delay,2024-06-15,10
TICKET008497,CUST065319,ATM Withdrawal Failed,2024-08-13,1
TICKET008498,CUST008195,Delayed Refund,2025-01-30,4
TICKET008499,CUST007413,Mobile App Issues,2024-11-15,3
TICKET008500,CUST023199,Poor Customer Service,2024-08-02,4
TICKET008501,CUST010698,Incorrect Charges,2024-12-13,1
TICKET008502,CUST010191,Loan Application Rejected,2024-09-30,1
TICKET008503,CUST021391,Card Not Working,2024-08-03,1
TICKET008504,CUST052503,Loan Application Rejected,2024-12-19,5
TICKET008505,CUST025931,Card Not Working,2024-11-15,10
TICKET008506,CUST060613,Account Locked,2025-03-23,4
TICKET008507,CUST069201,Mobile App Issues,2024-05-29,1
TICKET008508,CUST050444,Incorrect Charges,2024-08-04,9
TICKET008509,CUST089622,Poor Customer Service,2024-06-25,5
TICKET008510,CUST023169,Delayed Refund,2024-07-21,9
TICKET008511,CUST057886,Mobile App Issues,2024-10-01,2
TICKET008512,CUST091759,ATM Withdrawal Failed,2025-01-17,5
TICKET008513,CUST029538,Mobile App Issues,2024-12-05,9
TICKET008514,CUST009020,Poor Customer Service,2024-08-21,9
TICKET008515,CUST069425,Incorrect Charges,2025-02-02,3
TICKET008516,CUST000567,Poor Customer Service,2024-06-20,9
TICKET008517,CUST018594,Mobile App Issues,2025-02-17,4
TICKET008518,CUST066742,ATM Withdrawal Failed,2025-03-19,2
TICKET008519,CUST058297,Incorrect Charges,2024-09-28,4
TICKET008520,CUST044700,Delayed Refund,2024-07-05,5
TICKET008521,CUST070293,ATM Withdrawal Failed,2025-01-25,7
TICKET008522,CUST065927,Incorrect Charges,2024-07-15,10
TICKET008523,CUST098033,Poor Customer Service,2024-12-02,2
TICKET008524,CUST031211,Delayed Refund,2024-07-05,4
TICKET008525,CUST003774,Loan Application Rejected,2025-01-07,9
TICKET008526,CUST003076,Poor Customer Service,2024-12-19,2
TICKET008527,CUST034198,Incorrect Charges,2024-05-19,8
TICKET008528,CUST080419,Loan Application Rejected,2025-02-15,6
TICKET008529,CUST068167,Poor Customer Service,2025-01-30,9
TICKET008530,CUST029833,KYC Verification Delay,2025-04-14,10
TICKET008531,CUST045594,Incorrect Charges,2025-04-12,7
TICKET008532,CUST081773,Unauthorized Transaction,2025-02-07,3
TICKET008533,CUST049927,KYC Verification Delay,2024-11-22,1
TICKET008534,CUST077956,Incorrect Charges,2024-07-16,9
TICKET008535,CUST051530,Account Locked,2024-12-19,7
TICKET008536,CUST010043,Delayed Refund,2024-11-03,8
TICKET008537,CUST068743,Mobile App Issues,2024-09-11,4
TICKET008538,CUST028956,Poor Customer Service,2024-09-16,1
TICKET008539,CUST062147,Mobile App Issues,2025-02-11,6
TICKET008540,CUST041552,Account Locked,2025-02-13,6
TICKET008541,CUST076508,Mobile App Issues,2024-12-15,1
TICKET008542,CUST091481,Mobile App Issues,2025-01-31,5
TICKET008543,CUST062375,Account Locked,2025-03-24,0
TICKET008544,CUST007102,ATM Withdrawal Failed,2024-09-04,4
TICKET008545,CUST001624,Mobile App Issues,2024-05-28,1
TICKET008546,CUST043597,Unauthorized Transaction,2024-10-28,0
TICKET008547,CUST071671,Unauthorized Transaction,2024-11-04,2
TICKET008548,CUST062586,Card Not Working,2024-06-21,9
TICKET008549,CUST064810,Mobile App Issues,2025-01-31,9
TICKET008550,CUST053558,ATM Withdrawal Failed,2024-12-19,9
TICKET008551,CUST037062,ATM Withdrawal Failed,2024-07-15,9
TICKET008552,CUST073892,Account Locked,2024-05-18,6
TICKET008553,CUST056735,Unauthorized Transaction,2024-08-29,2
TICKET008554,CUST053173,Loan Application Rejected,2024-11-06,10
TICKET008555,CUST031232,Loan Application Rejected,2024-07-31,6
TICKET008556,CUST082161,Card Not Working,2024-06-04,2
TICKET008557,CUST074553,KYC Verification Delay,2024-07-07,0
TICKET008558,CUST015837,Delayed Refund,2025-02-19,2
TICKET008559,CUST097229,Mobile App Issues,2024-08-22,1
TICKET008560,CUST002585,ATM Withdrawal Failed,2025-04-27,2
TICKET008561,CUST051130,Mobile App Issues,2024-05-11,1
TICKET008562,CUST042217,Incorrect Charges,2024-12-26,9
TICKET008563,CUST095452,Incorrect Charges,2024-08-17,1
TICKET008564,CUST091646,Account Locked,2024-05-28,10
TICKET008565,CUST052869,Delayed Refund,2024-11-22,2
TICKET008566,CUST038425,ATM Withdrawal Failed,2024-08-21,3
TICKET008567,CUST022423,Unauthorized Transaction,2025-01-16,0
TICKET008568,CUST000179,Card Not Working,2024-11-02,9
TICKET008569,CUST047514,Unauthorized Transaction,2024-10-24,9
TICKET008570,CUST091514,Loan Application Rejected,2025-03-06,6
TICKET008571,CUST053564,ATM Withdrawal Failed,2024-12-08,8
TICKET008572,CUST003023,Incorrect Charges,2025-03-17,9
TICKET008573,CUST089390,ATM Withdrawal Failed,2024-11-03,2
TICKET008574,CUST062398,Unauthorized Transaction,2025-03-23,7
TICKET008575,CUST001522,KYC Verification Delay,2024-08-24,8
TICKET008576,CUST012606,ATM Withdrawal Failed,2025-02-01,9
TICKET008577,CUST063178,Mobile App Issues,2025-01-10,8
TICKET008578,CUST070587,Unauthorized Transaction,2025-04-06,4
TICKET008579,CUST011253,Delayed Refund,2025-03-20,0
TICKET008580,CUST023660,Mobile App Issues,2025-03-29,8
TICKET008581,CUST034627,Loan Application Rejected,2025-02-20,2
TICKET008582,CUST017846,Unauthorized Transaction,2024-10-10,4
TICKET008583,CUST028556,Incorrect Charges,2024-08-27,9
TICKET008584,CUST082956,KYC Verification Delay,2024-06-28,2
TICKET008585,CUST059183,Mobile App Issues,2025-05-01,10
TICKET008586,CUST042876,Delayed Refund,2024-08-26,3
TICKET008587,CUST088847,Delayed Refund,2025-05-07,9
TICKET008588,CUST084814,Poor Customer Service,2024-06-19,0
TICKET008589,CUST075982,Mobile App Issues,2025-05-10,3
TICKET008590,CUST064371,Loan Application Rejected,2025-01-24,5
TICKET008591,CUST029343,ATM Withdrawal Failed,2025-04-04,1
TICKET008592,CUST059836,KYC Verification Delay,2024-05-17,4
TICKET008593,CUST073154,ATM Withdrawal Failed,2025-01-09,3
TICKET008594,CUST001736,Unauthorized Transaction,2024-10-26,2
TICKET008595,CUST019702,Loan Application Rejected,2024-06-27,5
TICKET008596,CUST046730,Account Locked,2025-02-04,5
TICKET008597,CUST081684,ATM Withdrawal Failed,2025-03-30,1
TICKET008598,CUST097554,Loan Application Rejected,2024-08-26,7
TICKET008599,CUST036498,Loan Application Rejected,2025-03-31,3
TICKET008600,CUST052874,ATM Withdrawal Failed,2024-11-10,0
TICKET008601,CUST016470,Poor Customer Service,2024-09-14,8
TICKET008602,CUST005614,Loan Application Rejected,2025-01-12,2
TICKET008603,CUST030936,ATM Withdrawal Failed,2025-03-10,6
TICKET008604,CUST077566,Incorrect Charges,2025-01-10,7
TICKET008605,CUST045886,Delayed Refund,2024-10-31,4
TICKET008606,CUST008736,Poor Customer Service,2024-08-23,1
TICKET008607,CUST060230,Card Not Working,2025-04-29,10
TICKET008608,CUST059412,Incorrect Charges,2025-03-13,8
TICKET008609,CUST024310,Delayed Refund,2024-08-25,0
TICKET008610,CUST061590,ATM Withdrawal Failed,2024-12-26,0
TICKET008611,CUST082542,Poor Customer Service,2024-11-21,5
TICKET008612,CUST039178,Mobile App Issues,2024-10-09,8
TICKET008613,CUST042572,Poor Customer Service,2024-08-28,6
TICKET008614,CUST023613,Delayed Refund,2025-02-12,2
TICKET008615,CUST035572,Incorrect Charges,2024-10-22,5
TICKET008616,CUST093368,KYC Verification Delay,2024-10-22,7
TICKET008617,CUST089758,Mobile App Issues,2025-02-12,3
TICKET008618,CUST068653,Poor Customer Service,2024-10-27,4
TICKET008619,CUST052668,Poor Customer Service,2025-02-11,1
TICKET008620,CUST063503,KYC Verification Delay,2025-02-20,7
TICKET008621,CUST068754,Card Not Working,2024-05-17,10
TICKET008622,CUST023371,Delayed Refund,2025-03-13,3
TICKET008623,CUST007984,Loan Application Rejected,2024-07-14,4
TICKET008624,CUST053501,Delayed Refund,2024-08-11,9
TICKET008625,CUST067682,ATM Withdrawal Failed,2025-03-20,0
TICKET008626,CUST078744,Poor Customer Service,2025-04-16,5
TICKET008627,CUST026065,Unauthorized Transaction,2025-01-10,8
TICKET008628,CUST001656,KYC Verification Delay,2024-07-15,3
TICKET008629,CUST052442,Poor Customer Service,2024-11-15,4
TICKET008630,CUST092688,KYC Verification Delay,2024-05-25,9
TICKET008631,CUST031153,Account Locked,2024-12-25,7
TICKET008632,CUST005600,Mobile App Issues,2025-04-20,6
TICKET008633,CUST013410,Mobile App Issues,2024-05-13,6
TICKET008634,CUST099609,Unauthorized Transaction,2024-05-18,4
TICKET008635,CUST099785,Poor Customer Service,2025-01-09,6
TICKET008636,CUST077098,Poor Customer Service,2025-03-04,3
TICKET008637,CUST061018,Unauthorized Transaction,2025-02-13,1
TICKET008638,CUST076335,Unauthorized Transaction,2025-03-27,1
TICKET008639,CUST063639,Delayed Refund,2024-11-19,7
TICKET008640,CUST015226,KYC Verification Delay,2024-12-07,8
TICKET008641,CUST024001,Loan Application Rejected,2024-12-23,3
TICKET008642,CUST028831,KYC Verification Delay,2024-11-04,8
TICKET008643,CUST086542,Account Locked,2025-04-28,8
TICKET008644,CUST038358,ATM Withdrawal Failed,2025-04-26,3
TICKET008645,CUST041756,Incorrect Charges,2024-05-14,7
TICKET008646,CUST043261,Mobile App Issues,2024-06-14,3
TICKET008647,CUST043448,Loan Application Rejected,2024-08-02,5
TICKET008648,CUST057399,Mobile App Issues,2025-02-07,8
TICKET008649,CUST030507,Loan Application Rejected,2024-05-11,3
TICKET008650,CUST031967,Account Locked,2025-04-15,10
TICKET008651,CUST058372,Account Locked,2025-04-07,10
TICKET008652,CUST018290,KYC Verification Delay,2024-08-23,3
TICKET008653,CUST065721,Mobile App Issues,2024-11-23,1
TICKET008654,CUST042002,Unauthorized Transaction,2024-10-15,6
TICKET008655,CUST074837,Delayed Refund,2024-05-18,8
TICKET008656,CUST083558,Loan Application Rejected,2024-11-13,2
TICKET008657,CUST008763,Account Locked,2024-09-15,1
TICKET008658,CUST097239,Incorrect Charges,2025-03-16,2
TICKET008659,CUST045614,Poor Customer Service,2024-09-26,8
TICKET008660,CUST087594,Mobile App Issues,2024-10-29,1
TICKET008661,CUST072505,Incorrect Charges,2025-03-06,0
TICKET008662,CUST069474,Delayed Refund,2025-01-04,5
TICKET008663,CUST063713,Mobile App Issues,2024-05-14,2
TICKET008664,CUST071878,ATM Withdrawal Failed,2024-12-14,2
TICKET008665,CUST073520,Card Not Working,2025-02-19,2
TICKET008666,CUST051807,Unauthorized Transaction,2024-10-07,9
TICKET008667,CUST097156,Account Locked,2024-05-27,6
TICKET008668,CUST029415,Mobile App Issues,2025-04-17,2
TICKET008669,CUST024695,Card Not Working,2024-12-02,3
TICKET008670,CUST016898,Mobile App Issues,2025-01-14,7
TICKET008671,CUST033884,Incorrect Charges,2024-09-08,0
TICKET008672,CUST065236,ATM Withdrawal Failed,2025-01-12,5
TICKET008673,CUST037025,Delayed Refund,2024-06-01,6
TICKET008674,CUST031610,Mobile App Issues,2024-12-04,2
TICKET008675,CUST087680,Mobile App Issues,2024-09-19,9
TICKET008676,CUST052153,KYC Verification Delay,2025-02-21,7
TICKET008677,CUST056588,Delayed Refund,2024-07-26,1
TICKET008678,CUST034854,Card Not Working,2025-04-29,7
TICKET008679,CUST053486,Account Locked,2025-04-10,7
TICKET008680,CUST082920,Unauthorized Transaction,2025-03-18,2
TICKET008681,CUST037169,Account Locked,2024-09-04,10
TICKET008682,CUST009010,ATM Withdrawal Failed,2024-05-28,8
TICKET008683,CUST019647,Unauthorized Transaction,2024-09-28,1
TICKET008684,CUST056849,Unauthorized Transaction,2024-09-04,3
TICKET008685,CUST055032,KYC Verification Delay,2024-06-28,9
TICKET008686,CUST033427,Loan Application Rejected,2024-10-08,1
TICKET008687,CUST086337,Delayed Refund,2024-11-08,3
TICKET008688,CUST038759,KYC Verification Delay,2025-05-05,8
TICKET008689,CUST019885,Loan Application Rejected,2025-04-05,2
